Date,Market,Chain,Product,Return,Sum
2023-03-17,Wellmart,Wellmart ботаник,129600.0,86400.0,216000.0
2023-03-27,Wellmart,Wellmart 5шар,172800.0,86400.0,259200.0
2023-03-31,Wellmart,Wellmart Модны-2,446400.0,86400.0,532800.0
2023-04-03,Wellmart,Wellmart Нисэх,129600.0,100800.0,230400.0
2023-04-20,Wellmart,Wellmart 5шар,187200.0,,
2023-04-26,Wellmart,Wellmart Нисэх,288000.0,115200.0,403200.0
2023-04-28,Wellmart,Wellmart Модны-2,302400.0,43200.0,345600.0
2023-04-28,Wellmart,Wellmart ХУД,345600.0,,
2023-01-05,Good,Good price хүүхдийн 100,391360.0,28800.0,420160.0
2023-01-06,Good,Good price жаргалан,302400.0,,
2023-01-12,Good,Good price shangrila,1368000.0,,
2023-01-12,Good,Good price hvvhdiin 100,489600.0,28800.0,518400.0
2023-01-13,Good,Good price жаргалан,216000.0,,
2023-01-18,Good,Good price жаргалан,,57600.0,
2023-01-18,Good,Good price бага тэнгэр,1080000.0,,
2023-01-19,Good,Good price hvvhdiin 100,144000.0,14400.0,158400.0
2023-01-21,Good,Good price жаргалан,158400.0,,
2023-01-23,Good,Good price hvvhdiin 100,144000.0,14400.0,158400.0
2023-01-26,Good,Good price shangrila,1188480.0,,
2023-01-30,Good,Good price shangrila,950400.0,43200.0,993600.0
2023-01-30,Good,Good price hvvhdiin 100,460800.0,43200.0,504000.0
2023-02-01,,,374400.0,,
2023-02-02,Good,Good price Jargalan,81600.0,,
2023-02-02,Good,Good price shangrila,489600.0,,
2023-02-04,Good,Good price Jargalan,288000.0,,
2023-02-04,Good,Good price shangrila,561600.0,22240.0,583840.0
2023-02-04,Good,Good price hvvhdiin 100,554400.0,43200.0,597600.0
2023-02-13,Good,Good price Jargalan,158400.0,28800.0,187200.0
2023-02-13,Good,Good price shangrila,784800.0,,
2023-02-17,Good,Good price hvvhdiin 100,388800.0,43200.0,432000.0
2023-02-18,Good,Good price Jargalan,57600.0,,
2023-02-18,,,,,
2023-02-20,Good,Good price Jargalan,98400.0,,
2023-02-20,Good,Good price Jargalan,888000.0,,
2023-03-02,Good,Good price shangrila,1750080.0,,
2023-03-06,Good,Good price shangrila,830400.0,14400.0,844800.0
2023-03-13,Good,Good price Jargalan,115200.0,,
2023-03-17,Good,Good price hvvhdiin 100,1063200.0,201600.0,1264800.0
2023-03-17,Good,Good price бага тэнгэр,676800.0,230400.0,907200.0
2023-03-20,Good,Good price shangrila,691200.0,,
2023-03-22,Good,Good price Jargalan,100800.0,43200.0,144000.0
2023-03-27,Good,Good price бага тэнгэр,331200.0,158400.0,489600.0
2023-03-31,Good,Good price hvvhdiin 100,691200.0,14400.0,705600.0
2023-04-03,Good,Good price Jargalan,259200.0,112800.0,372000.0
2023-04-06,Good,Good price shangrila,869600.0,,
2023-04-17,Good,Good price Jargalan,129600.0,,
2023-04-19,Good,Good price shangrila,1338240.0,69600.0,1407840.0
2023-04-27,Good,Good price shangrila,1258400.0,,
2023-04-27,Good,Good price Baga tenger,460800.0,115200.0,576000.0
2023-04-28,Good,Good price hvvhdiin 100,446400.0,,
2023-04-29,Good,Good price Jargalan,432000.0,,
2023-01-13,Touten,,561600.0,,
2023-01-26,Touten,,374400.0,49920.0,424320.0
2023-02-08,Touten,,62400.0,37440.0,99840.0
2023-03-20,Touten,,561600.0,14400.0,576000.0
2023-04-07,Touten,,648000.0,,
2023-04-26,Touten,,144000.0,,
2023-01-05,Lfresco,,316800.0,28800.0,345600.0
2023-01-13,Lfresco,,129600.0,,
2023-01-23,Lfresco,,187200.0,,
2023-02-13,Lfresco,,302400.0,57600.0,360000.0
2023-03-03,Lfresco,,115200.0,72000.0,187200.0
2023-03-17,Lfresco,,302400.0,57600.0,360000.0
2023-03-30,Lfresco,,72000.0,14400.0,86400.0
2023-04-17,Lfresco,,489600.0,,
2023-04-29,Lfresco,,,28800.0,
2023-01-05,Lfresco,,489600.0,57600.0,547200.0
2023-01-20,Lfresco,,345600.0,43200.0,388800.0
2023-01-30,Lfresco,,172800.0,43200.0,216000.0
2023-02-10,Lfresco,,561600.0,72000.0,633600.0
2023-03-06,Lfresco,,172800.0,57600.0,230400.0
2023-03-27,Lfresco,,,57600.0,
2023-03-17,Lfresco,,345600.0,43200.0,388800.0
2023-04-07,Lfresco,,504000.0,172800.0,676800.0
2023-04-24,Lfresco,,432000.0,43200.0,475200.0
2023-01-13,Тэнгис,,244800.0,,
2023-01-20,Тэнгис,,316800.0,43200.0,360000.0
2023-02-07,Тэнгис,,230400.0,100800.0,331200.0
2023-03-02,Тэнгис,,469920.0,86400.0,556320.0
2023-03-17,Тэнгис,,201600.0,72000.0,273600.0
2023-03-31,Тэнгис,,302400.0,86400.0,388800.0
2023-04-24,Тэнгис,,446400.0,28800.0,475200.0
2023-01-12,Тэнгэр,,388800.0,57600.0,446400.0
2023-02-01,Тэнгэр,,604800.0,,
2023-03-06,Тэнгэр,,460800.0,201600.0,662400.0
2023-03-20,Тэнгэр,,403200.0,100800.0,504000.0
2023-04-21,Тэнгэр,,388800.0,144000.0,532800.0
2023-01-03,Хану,Хану 13,345600.0,28800.0,374400.0
2023-01-05,Хану,Хану 13,,,
2023-01-09,Хану,Хану 13,417600.0,,
2023-01-28,Хану,Хану 13,417600.0,,
2023-01-30,Хану,Хану 13,,,
2023-02-19,Хану,Хану 13,288000.0,,
2023-02-20,Хану,Хану 13,,,
2023-04-10,Хану,Хану 13,244800.0,14400.0,259200.0
2023-04-19,Хану,Хану 13,504000.0,,
2023-01-13,Хану,Хану 13,288000.0,43200.0,331200.0
2023-02-03,Хану,Хану зайсан,475200.0,,
2023-04-05,Хану,Хану зайсан,397920.0,72000.0,469920.0
2023-04-06,Хану,Хану зайсан,43200.0,,
2023-04-17,Хану,Хану зайсан,115200.0,,
2023-01-03,Жетро,,259200.0,14400.0,273600.0
2023-01-09,Жетро,,460800.0,,
2023-01-23,Жетро,,403200.0,,
2023-01-30,Жетро,,158400.0,,
2023-02-04,Жетро,,345600.0,14400.0,360000.0
2023-02-13,Жетро,,230400.0,,
2023-03-10,Жетро,,432000.0,43200.0,475200.0
2023-03-20,Жетро,,230400.0,100800.0,331200.0
2023-03-31,Жетро,,388800.0,,
2023-04-10,Жетро,,273600.0,,
2023-04-24,Жетро,,619200.0,14400.0,633600.0
2023-01-05,Андууд,Андууд кинг,489600.0,,
2023-01-16,Андууд,Андууд хүннү,532800.0,28800.0,561600.0
2023-01-18,Андууд,Андууд кинг,532800.0,86400.0,619200.0
2023-01-19,Андууд,Андууд кинг,,,
2023-01-30,Андууд,Андууд кинг,576000.0,14400.0,590400.0
2023-02-13,Андууд,Андууд кинг,273600.0,,
2023-02-19,Андууд,Андууд кинг,345600.0,,
2023-03-11,Андууд,Андууд кинг,374400.0,43200.0,417600.0
2023-03-13,Андууд,Андууд Хүннү хороолол,489600.0,,
2023-03-28,Андууд,Андууд King,331200.0,28800.0,360000.0
2023-03-28,Андууд,Андууд Хүннү хороолол,576000.0,43200.0,619200.0
2023-04-04,Андууд,Андууд Хүннү хороолол,576000.0,,
2023-04-18,Андууд,Андууд Хүннү хороолол,460800.0,,
2023-04-18,Андууд,Андууд King,331200.0,,
2023-01-19,Ричо,,288000.0,115200.0,403200.0
2023-02-02,Ричо,,86400.0,14400.0,100800.0
2023-02-19,Ричо,,72000.0,,
2023-03-21,Ричо,,331200.0,86400.0,417600.0
2023-04-04,Ричо,,213280.0,57600.0,270880.0
2023-04-10,Ричо,,154400.0,,
2023-04-19,Ричо,,208000.0,,
2023-04-23,Ричо,,100800.0,,
2023-04-28,Ричо,,115200.0,,
2023-04-03,Нархан,Нархан Дэлгүүр-Саруул Хороолол,230400.0,,
2023-04-04,Нархан,Нархан Дэлгүүр-Саруул Хороолол,428000.0,,
2023-04-06,Нархан,Нархан Дэлгүүр-Саруул Хороолол,57600.0,,
2023-04-18,Нархан,Нархан Дэлгүүр-Саруул Хороолол,417600.0,,
2023-04-03,Мишээл,Мишээл оюу,158400.0,,
2023-04-25,Мишээл,Мишээл оюу,172800.0,,
2023-04-03,Чухаг,Чухаг 2,426720.0,,
2023-04-18,Чухаг,Чухаг 3,230400.0,,
2023-04-03,Шинэ,Шинэ Дэлгүүр-Саруул Хороолол,72000.0,,
2023-04-03,Шинэ,Шинэ Дэлгүүр-Саруул Хороолол,44480.0,,
2023-04-03,Шинэ,Шинэ Дэлгүүр-Саруул Хороолол,115200.0,,
2023-04-03,U,U mart-Олип Хороолол,44480.0,,
2023-04-10,U,U mart-Олип Хороолол,100800.0,,
2023-04-20,U,U mart-Олип Хороолол,28800.0,,
2023-04-25,U,U mart-Олип Хороолол,297120.0,,
2023-04-04,L,L mart,188480.0,,
2023-04-04,Баяр,Баяр мини,259200.0,,
2023-04-19,Баяр,Баяр мини,172800.0,,
2023-04-05,Хэрлэн,Хэрлэн маршал хороолол,216000.0,,
2023-04-05,Хэрлэн,Хэрлэн зайсан,172800.0,,
2023-04-18,Хэрлэн,Хэрлэн маршал хороолол,187200.0,,
2023-04-23,Хэрлэн,Хэрлэн маршал хороолол,129600.0,,
2023-04-23,Хэрлэн,Хэрлэн зайсан,590400.0,,
2023-04-05,Туул,Туул маркет,384800.0,,
2023-04-18,Туул,Туул маркет,230400.0,,
2023-04-24,Туул,Туул маркет,230400.0,,
2023-04-11,Sunday,Sunday B1-15,397920.0,,
2023-04-15,Sunday,Sunday B1-16,240800.0,,
2023-04-17,Фермер,Фермер A14,288000.0,,
2023-04-17,Bel,Bel mart,288000.0,,
2023-04-17,Good,Good mart,187200.0,,
2023-04-24,Good,Good mart,57600.0,,
2023-04-24,Good,Good mart,,,
2023-04-24,Good,Good mart,,,
2023-04-18,Алтай,Алтай маркет-Саруул,475200.0,,
2023-04-18,Нархан,Нархан касс,28800.0,,
2023-04-18,Нархан,Нархан касс,57600.0,,
2023-04-19,Gl,Gl mart,288000.0,,
2023-04-19,Натур,Натур зах,274880.0,,
2023-04-19,Green,Green mart,129600.0,,
2023-04-03,Буянтэвх,,72000.0,,
2023-04-20,Сэнтий,,102080.0,,
2023-04-23,Мөрөн,,105800.0,,
2023-01-06,Хансар,,460800.0,43200.0,504000.0
2023-01-13,Хансар,,244800.0,,
2023-01-20,Хансар,,504000.0,28800.0,532800.0
2023-02-01,Хансар,,187200.0,,
2023-02-09,Хансар,,216000.0,28800.0,244800.0
2023-02-19,Хансар,,331200.0,,
2023-03-04,Хансар,,129600.0,14400.0,144000.0
2023-03-18,Хансар,,345600.0,115200.0,460800.0
2023-04-06,Хансар,,374400.0,86400.0,460800.0
2023-04-27,Хансар,,504000.0,14400.0,518400.0
2023-01-23,Наадам,Наадам маркет,302400.0,,
2023-03-16,Наадам,Наадам маркет,216000.0,,
2023-04-03,Наадам,Наадам маркет,86400.0,,
2023-04-04,Наадам,Наадам маркет,159680.0,,
2023-04-25,Наадам,Наадам маркет,360000.0,,
2023-04-06,Хотол,Хотол органик,729120.0,158400.0,887520.0
2023-04-28,Энхтайван,,188480.0,,
2023-04-28,Харилцагч,,,,
2023-01-03,Хувь,Хувь хүнд,57600.0,,
2023-01-04,Хувь,Хувь хүнд,135800.0,,
2023-01-05,Хувь,Хувь хүнд,180000.0,,
2023-01-05,Хувь,Хувь хүнд,86400.0,,
2023-02-15,Хувь,Хувь хүнд,100800.0,,
2023-03-17,Хувь,Хувь хүнд,43200.0,,
2023-03-18,Хувь,Хувь хүнд,48000.0,,
2023-03-21,Хувь,Хувь хүнд,115000.0,,
2023-03-27,Хувь,Хувь хүнд,43200.0,,
2023-03-01,Хувь,Хувь хүнд,86000.0,,
2023-03-02,Хувь,Хувь хүнд,129400.0,,
2023-03-03,Хувь,Хувь хүнд,86000.0,,
2023-03-04,Хувь,Хувь хүнд,301000.0,,
2023-03-04,Хувь,Хувь хүнд,43000.0,,
2023-03-09,Хувь,Хувь хүнд,,,
2023-03-11,Хувь,Хувь хүнд,86000.0,,
2023-03-12,Хувь,Хувь хүнд,86000.0,,
2023-03-13,Хувь,Хувь хүнд,86200.0,,
2023-03-14,Хувь,Хувь хүнд,57600.0,,
2023-03-14,Хувь,Хувь хүнд,100600.0,,
2023-04-04,Хувь,Хувь хүнд,86400.0,,
2023-04-05,Хувь,Хувь хүнд,71800.0,,
2023-04-05,Хувь,Хувь хүнд,28800.0,,
2023-04-09,Хувь,Хувь хүнд,141200.0,,
2023-04-10,Хувь,Хувь хүнд,172800.0,,
2023-04-10,Хувь,Хувь хүнд,397920.0,,
2023-04-15,Хувь,Хувь хүнд,129200.0,,
2023-04-18,Хувь,Хувь хүнд,86000.0,,
2023-04-19,Хувь,Хувь хүнд,129600.0,,
2023-04-19,Хувь,Хувь хүнд,134600.0,,
2023-04-23,Хувь,Хувь хүнд,100800.0,,
2023-04-27,Хувь,Хувь хүнд,139400.0,,
2023-04-25,Хувь,Хувь хүнд,86200.0,,
2023-01-21,Бэлэг,,172800.0,,
2023-01-27,Оффис,,151840.0,,
2023-03-30,Амталгаа,,14400.0,,
2023-04-06,Бэлэг,,28800.0,,
2023-01-05,Bsb,Bsb Андууд,187200.0,14400.0,201600.0
2023-01-13,Bsb,Bsb аманхуур,532800.0,,
2023-01-15,Bsb,Bsb Андууд,331200.0,100800.0,432000.0
2023-01-23,Bsb,Bsb аманхуур,460800.0,28800.0,489600.0
2023-01-30,Bsb,Bsb Андууд,115200.0,115200.0,230400.0
2023-02-04,Bsb,Bsb аманхуур,446400.0,43200.0,489600.0
2023-02-16,Bsb,Bsb аманхуур,388800.0,14400.0,403200.0
2023-03-04,Bsb,Bsb аманхуур,288000.0,57600.0,345600.0
2023-03-06,Bsb,Bsb Андууд,345600.0,115200.0,460800.0
2023-03-22,Bsb,Bsb аманхуур,288000.0,43200.0,331200.0
2023-03-27,Bsb,Bsb аманхуур,230400.0,,
2023-03-27,Bsb,Bsb anduud,374400.0,86400.0,460800.0
2023-04-21,Bsb,Bsb аманхуур,187200.0,72000.0,259200.0
2023-01-11,Нарны,Нарны хороолол,273600.0,72000.0,345600.0
2023-01-16,Шинэ,Шинэ Яармаг,360000.0,28800.0,388800.0
2023-01-23,Амгалан,,345600.0,144000.0,489600.0
2023-01-26,Villa,,,72000.0,
2023-01-30,Нарны,Нарны хороолол,331200.0,86400.0,417600.0
2023-02-08,Цамба,,619200.0,,
2023-02-09,M,M mart Shine yarmag,518400.0,,
2023-02-09,M,M mart Villa,345600.0,100800.0,446400.0
2023-02-10,M,M mart багшийн дээд,360000.0,,
2023-02-10,M,M mart элеганс,532800.0,,
2023-02-11,Нарны,Нарны хороолол,288000.0,,
2023-02-13,M,M mart tedy,172800.0,57600.0,230400.0
2023-03-10,Амгалан,,,259200.0,
2023-03-11,Нарны,Нарны хороолол,331200.0,43200.0,374400.0
2023-03-13,Цамба,,360000.0,57600.0,417600.0
2023-03-22,Амгалан,,144000.0,201600.0,345600.0
2023-03-27,Цамба,,,100800.0,
2023-04-03,M,M mart Shine yarmag,662400.0,115200.0,777600.0
2023-04-03,M,M mart Villa,446400.0,158400.0,604800.0
2023-04-06,Нарны,Нарны хороолол,288000.0,43200.0,331200.0
2023-04-13,Цамба,,129600.0,86400.0,216000.0
2023-04-19,Нарны,Нарны хороолол,374400.0,,
2023-04-26,Нарны,Нарны хороолол,216000.0,14400.0,230400.0
2023-04-26,Нарны,Нарны хороолол,446400.0,14400.0,460800.0
2023-04-26,Нарны,Нарны хороолол,187200.0,57600.0,244800.0
2023-04-27,Хан,Хан Уул,86400.0,,
2023-04-27,M,M mart багшийн дээд,,201600.0,
2023-01-05,Наран,Наран зайсан,230400.0,,
2023-01-05,Наран,Наран төмөр зам,633600.0,129600.0,763200.0
2023-01-06,Наран,Наран Маршал,259200.0,115200.0,374400.0
2023-01-12,Наран,Наран 13,403200.0,43200.0,446400.0
2023-01-19,Наран,Наран төмөр,576000.0,86400.0,662400.0
2023-01-20,Наран,Наран 13,302400.0,14400.0,316800.0
2023-01-26,Наран,Наран 13,302400.0,86400.0,388800.0
2023-01-30,Наран,Наран төмөр,172800.0,,
2023-02-02,Наран,Наран зайсан,316800.0,,
2023-02-04,Наран,Наран 13,374400.0,28800.0,403200.0
2023-02-10,Наран,Наран төмөр,662400.0,57600.0,720000.0
2023-02-16,Наран,Наран 13,187200.0,14400.0,201600.0
2023-03-03,Наран,Наран зайсан,100800.0,57600.0,158400.0
2023-03-04,Наран,Наран Маршал,86400.0,172800.0,259200.0
2023-03-04,Наран,Наран Place 13-р хор,316800.0,28800.0,345600.0
2023-03-06,Наран,Наран төмөр,388800.0,,
2023-03-13,Наран,Наран Place 13-р хор,172800.0,,
2023-03-17,Наран,Наран төмөр,403200.0,14400.0,417600.0
2023-03-22,Наран,Наран Place 13-р хор,590400.0,158400.0,748800.0
2023-03-24,Наран,Наран зайсан,288000.0,201600.0,489600.0
2023-03-27,Наран,Наран төмөр,360000.0,100800.0,460800.0
2023-04-06,Наран,Наран Маршал,216000.0,,
2023-04-06,Наран,Наран Place 13-р хор,518400.0,14400.0,532800.0
2023-04-07,Наран,Наран төмөр,489600.0,72000.0,561600.0
2023-04-20,Наран,Наран Place 13-р хор,504000.0,14400.0,518400.0
2023-01-06,Oresh,Oresh 2,172800.0,,
2023-01-09,Oresh,Oresh 1,,14400.0,
2023-01-12,Oresh,Oresh 1,244800.0,,
2023-01-12,Oresh,Oresh 2,316800.0,,
2023-01-18,Oresh,Oresh 1,72000.0,,
2023-01-18,Oresh,Oresh 2,86400.0,28800.0,115200.0
2023-01-23,Oresh,Oresh 2,489600.0,57600.0,547200.0
2023-01-26,Oresh,Oresh 1,360000.0,,
2023-01-30,Oresh,Oresh 2,331200.0,28800.0,360000.0
2023-02-02,Oresh,Oresh 1,72000.0,,
2023-02-04,Oresh,Oresh 1,302400.0,,
2023-02-04,Oresh,Oresh 2,360000.0,14400.0,374400.0
2023-02-13,Oresh,Oresh 1,374400.0,28800.0,403200.0
2023-02-13,Oresh,Oresh 2,504000.0,14400.0,518400.0
2023-02-17,Oresh,Oresh 1,829200.0,,
2023-02-18,Oresh,Oresh 2,374400.0,,
2023-03-02,Oresh,Oresh 2,302400.0,,
2023-03-04,Oresh,Oresh дэлгэрэх,676800.0,,
2023-03-10,Oresh,Oresh 2,417600.0,,
2023-03-20,Oresh,Oresh дэлгэрэх,360000.0,,
2023-03-22,Oresh,Oresh 1,547200.0,28800.0,576000.0
2023-03-22,Oresh,Oresh 2,417600.0,43200.0,460800.0
2023-03-30,Oresh,Oresh 1,489600.0,14400.0,504000.0
2023-03-30,Oresh,Oresh 2,417600.0,28800.0,446400.0
2023-04-06,Oresh,Oresh 1,417600.0,57600.0,475200.0
2023-04-06,Oresh,Oresh 2,302400.0,,
2023-04-07,Oresh,Oresh дэлгэрэх,172800.0,,
2023-04-10,Oresh,Oresh 1,158400.0,,
2023-04-15,Oresh,Oresh 2,417600.0,,
2023-04-19,Oresh,Oresh 1,590400.0,14400.0,604800.0
2023-04-21,Oresh,Oresh 2,676800.0,,
2023-04-27,Oresh,Oresh 1,547200.0,,
2023-04-27,Oresh,Oresh 2,446400.0,28800.0,475200.0
